Location,Size,Price (CZK),Link,Total price,Order ID,Update,Building,Property status,Ownership,Property location,Floor,Usable area,Floorage,Balcony,Move-in date,Water,Heating,Gas,Electricity,Transportation,Energy Performance Rating,Energy Performance Certificate,Loft,Furnished,Elevator,Flat type,Terrace,Cellar,Parking,Energy Performance Indicator,Price,Garden area,Cost of living,Garage,Barrier-free access,Loggia,Reconstruction year,Waste,Telecommunications,Annuity,Acquisition of title,Final building approval year,Road,Built-up area,Construction completion date,Note on the price,ID,Discounted,Original cost,Sales commencement date,Visit site date,Visit site date to,Basin area,Basin,Status,Ceiling height,Share size,Number of owners,Starting price,Expert judgement,Minimum Bid,Auction principal,Type of auction,Venue auction,Auction sale date,1st site visit date,2nd site visit date,Advertisement of auction,Number of flats,Share size of common area
"Pasecká, Praha 9 - Hostavice",For sale apartment 1+kt 35 m²,4990000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-hostavice-pasecka/1240003148,4 990 000 CZK per property,VT115ZK,Yesterday,Mixed,New homes,Personal,Quiet part of municipality,1. floor of total 5 including 2 underground,35 m2,35 m2,,,Water supply,Central gas,Gas pipeline,,"Train, Highway, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,2 m2,,,,10 m2,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,Yes,2025,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mariánská, Praha 4 - Lhotka",For sale apartment 3+1 75 m²,5950000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-lhotka-marianska/2061939276,5 950 000 CZK per property,LK148033,Yesterday,Panel,In good condition,Cooperative,Housing development,1. floor of total 8,75 m2,75 m2,,,Water supply,Central district heating,,"230 V, 400 V",,Class G,,,,,,,,,,,,,,,6 m2,,Sewerage,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silurská, Praha 5 - Hlubočepy",For sale apartment 4+kt 90 m²,13390000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-hlubocepy-silurska/1943225676,13 390 000 CZK per property,00555,Yesterday,Mixed,In very good condition,Personal,Quiet part of municipality,3. floor of total 7 including 1 underground,90 m2,140 m2,,,Water supply,Central district heating,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,,,,50 m2,4 m2,,,,,,1,,,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kupkova, Praha 10 - Kolovraty",For sale apartment 3+kt 91 m²,9999000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-kolovraty-kupkova/2420609612,9 799 000 CZK per property,7,Yesterday,Brick,New homes,Personal,,1. floor of total 4,91 m2,79 m2,,Immediately,Water supply,Central gas,Individual,230 V,"Train, Road, Urban public transportation, Bus",Class D Coll. 78/2013 complying with,,,Partially,,,,,,,,,,,,,,Sewerage,Internet,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nad studánkou, Praha - Nusle",For sale apartment 2+kt 50 m²,5990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-nusle-nad-studankou/2908394060,5 990 000 CZK per property,N2416090,Yesterday,Brick,In very good condition,Personal,,1. floor of total 6,50 m2,50 m2,,,,Central electric,Gas pipeline,,,Class G Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,,,,,Sewerage,Internet,,,1937,,540 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hausmannova, Praha - Modřany",For sale apartment 4+1 95 m²,8990000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-modrany-hausmannova/3637015884,8 990 000 CZK per property,N2415911,Yesterday,Panel,Renovated,Personal,Housing development,4. floor of total 4,95 m2,95 m2,,Immediately,Water supply,Central district heating,Gas pipeline,230 V,,Class C Coll. 78/2013 complying with,,,,,,,4 m2,,,,,,,,7 m2,,,,,,,,502 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vondroušova, Praha 6 - Řepy",For sale apartment 4+1 104 m²,9900000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-repy-vondrousova/3763376716,9 900 000 CZK per property,0205-NP10591,29.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,8. floor of total 8,104 m2,98 m2,,,Water supply,Central gas,,,,Class C Coll. 264/2020 complying with,Open Energy Performance Certificate,,Partially,,,,,,,,,,,,6 m2,,,,,,1990,,1604 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 2+kt 54 m²,8250000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-radlice-u-komina/1392252236,8 250 000 CZK per property (k jednání),B2.4,Yesterday,Brick,New homes,Personal,Quiet part of municipality,2. floor of total 7 including 2 underground,54 m2,,,,,,,,,Class A Coll. 264/2020 complying with,,,,,,,,,10.0 kWh/m^2 /year,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeseniova, Praha - Žižkov",For sale apartment 2+kt 53 m²,7965000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-jeseniova/602468940,7 965 000 CZK per property,,30.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,3. floor,53 m2,,,,Water supply,Local gas,Gas pipeline,,,,,,,,,,,,,,,,,,,,Sewerage,"Internet, Cable distribution",,,,,,,,602468940,,,,,,,,,,,,,,,,,,,,,,,
"Řeznická, Praha 1 - Nové Město",For sale apartment 2+kt 45 m²,9000000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-nove-mesto-reznicka/1203806796,9 000 000 CZK per property,LK148064,Yesterday,Brick,In very good condition,Personal,Municipality centre,4. floor of total 5,45 m2,45 m2,,,Water supply,Local gas,,"230 V, 400 V",,Class G,,,,,,,,,,,,,,,,,Sewerage,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Karla Guta, Praha 10 - Uhříněves",For sale apartment 2+kt 37 m²,5790000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-uhrineves-karla-guta/3993870924,5 790 000 CZK per property (k jednání),905887,Yesterday,Mixed,New homes,Personal,,4. floor of total 6 including 1 underground,37 m2,37 m2,,Immediately,Water supply,Central district heating,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation",Class B Coll. 78/2013 complying with,,,,,,,2 m2,1,833.0 kWh/m^2 /year,,,,,,3 m2,,Sewerage,"Internet, Cable TV",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spojovací, Praha 3 - Žižkov",For sale apartment 2+kt 49 m²,6190000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-spojovaci/3570049612,6 190 000 CZK per property,N65374,Yesterday,Brick,In very good condition,Personal,,4. floor of total 6,49 m2,49 m2,4 m2,Immediately,,Central district heating,,,Urban public transportation,Class D,,,,,,,2 m2,,,,,,,,,,,Cable TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Křišťanova, Praha 3 - Žižkov",For sale apartment 2+1 83 m²,10900000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-zizkov-kristanova/2021188940,10 900 000 CZK per property,N64826,Yesterday,Brick,In good condition,Personal,Municipality centre,3. floor of total 6,83 m2,83 m2,,Immediately,,Central gas,,,Urban public transportation,Class G,,,,,,,,,,,,,,,,,,"Internet, Cable TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 2+kt 52 m²,6686400,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-cakovice-belomlynska/3922047564,6 686 400 CZK per property,D7.2.03,Yesterday,Framed structure,New homes,Personal,Quiet part of municipality,2. floor of total 3 including 1 underground,52 m2,48 m2,4 m2,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,4 m2,1,50.0 kWh/m^2 /year,,,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 2+kt 59 m²,10724000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-radlice-u-komina/1798042188,10 724 000 CZK per property (k jednání),B1.4,Yesterday,Brick,New homes,Personal,Quiet part of municipality,1. floor of total 7 including 2 underground,59 m2,,,,,,,,,Class A Coll. 264/2020 complying with,,,,,,,,,35.4 kWh/m^2 /year,,285 m2,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Řeporyjská, Praha 5 - Jinonice",For sale apartment 3+kt 97 m²,13577030,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-jinonice-reporyjska/2443899468,13 577 030 CZK per property,JIZA A1.2,Yesterday,Brick,New homes,Personal,,1. floor,97 m2,103 m2,,,Water supply,,Gas pipeline,,"Train, Road, Urban public transportation",Class C,,,,,,,,,,,321 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jateční, Praha 7 - Holešovice",For sale apartment 2+kt 57 m²,11434500,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-holesovice-jatecni/3993760332,11 434 500 CZK per property,JATE 2.5,Yesterday,Mixed,New development projects,Personal,,5. floor of total 7,57 m2,59 m2,4 m2,,Water supply,,Gas pipeline,,"Train, Urban public transportation, Bus",Class B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"náměstí Olgy Scheinpflugové, Praha 5 - Hlubočepy",For sale apartment 1+kt 32 m²,2255581,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-hlubocepy-namesti-olgy-scheinpflugove/3964961356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drnovská, Praha 6 - Ruzyně",For sale apartment 2+kt 53 m² (Single-storey),2699000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-ruzyne-drnovska/3245077068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jílovská, Praha 4 - Braník",For sale apartment 2+kt 36 m²,5252500,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-branik-jilovska/2094961228,5 252 500 CZK per property,63459,Yesterday,Panel,Renovated,Personal,,1. floor of total 12 including 1 underground,36 m2,,,Immediately,Water supply,Central district heating,,,,Class C,Open Energy Performance Certificate,,,,,,,,,,,,,,,,Sewerage,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cimburkova, Praha 3 - Žižkov",For sale apartment 3+1 65 m²,9500000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-zizkov-cimburkova/1329443404,9 500 000 CZK per property,LK148018,Yesterday,Brick,In very good condition,Personal,Municipality centre,5. floor of total 6,65 m2,65 m2,,,Water supply,Local gas,,"230 V, 400 V",,Class G,,,,,,,,,,,,,,,,,Sewerage,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 4+kt 100 m²,15912000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-radlice-u-komina/2711351884,15 912 000 CZK per property (k jednání),B1.1,Yesterday,Brick,New homes,Personal,Quiet part of municipality,1. floor of total 7 including 2 underground,100 m2,,,,,,,,,Class A Coll. 264/2020 complying with,,,,,,,,,35.4 kWh/m^2 /year,,80 m2,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 2+kt 62 m²,10324000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-radlice-u-komina/3791319628,10 324 000 CZK per property (k jednání),B4.1,Yesterday,Brick,New homes,Personal,Quiet part of municipality,4. floor of total 7 including 2 underground,62 m2,,,,,,,,,Class A Coll. 264/2020 complying with,,,,,,,,,35.4 kWh/m^2 /year,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marciho, Praha 10 - Malešice",For sale apartment 4+kt 134 m²,20990000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-malesice-marciho/3834151500,20 990 000 CZK per property,1084,01.10.2024,Brick,In very good condition,Personal,Quiet part of municipality,5. floor of total 5,134 m2,190 m2,,,Water supply,"Central district heating, Underfloor",,230 V,"Road, Urban public transportation",Class C Coll. 78/2013 complying with,Open Energy Performance Certificate,,Partially,,,56 m2,,,86.0 kWh/m^2 /year,,,,1,,,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Werichova, Praha 5 - Hlubočepy",For sale apartment 3+kt 81 m²,12900000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hlubocepy-werichova/213815884,12 900 000 CZK per property,101,Yesterday,Brick,New homes,Personal,,1. floor of total 3,81 m2,81 m2,10 m2,Immediately,,,,,"Road, Urban public transportation",Class C Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,2 m2,,,,34 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Čechova, Praha 7 - Bubeneč",For sale apartment 3+1 86 m²,16250000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-bubenec-cechova/1432064588,16 250 000 CZK per property,100,Yesterday,Brick,In very good condition,Cooperative,,3. floor of total 6,86 m2,86 m2,,Immediately,,,,,Urban public transportation,Class G Coll. 264/2020 complying with,,,,,,,2 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pernerova, Praha 8 - Karlín",For sale apartment 2+1 60 m²,13990000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-karlin-pernerova/2700640844,13 990 000 CZK per property,1132,01.10.2024,Brick,In very good condition,Personal,,1. floor of total 1,60 m2,,,Immediately,Water supply,Local gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G Coll. 264/2020 complying with,,,,,,68 m2,,,,,72 m2,,,,,,Sewerage,,,,2008,,81 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roháčova, Praha 3 - Žižkov",For sale apartment 1+kt 32 m²,6490000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zizkov-rohacova/1304851788,6 490 000 CZK per property,0790,01.10.2024,Brick,In very good condition,Personal,,4. floor of total 7,32 m2,,,Immediately,Water supply,Local electric,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,,,,,Sewerage,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matoušova, Praha 5 - Smíchov",For sale apartment 2+1 53 m²,8590000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-matousova/1936344396,8 590 000 CZK per property,0933,Yesterday,Brick,In very good condition,Personal,Municipality centre,1. floor of total 5,53 m2,53 m2,,Immediately,Water supply,Local gas,,230 V,,Class G Coll. 264/2020 complying with,,,,,,,7 m2,,,,,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Místecká, Praha 9 - Letňany",For sale apartment 3+kt 67 m²,8499000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-mistecka/2299507276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 3+kt 98 m²,20338000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-radlice-u-komina/1658590540,20 338 000 CZK per property (k jednání),B7.4,Yesterday,Brick,New homes,Personal,Quiet part of municipality,7. floor of total 7 including 2 underground,98 m2,,,,,,,,,Class A Coll. 264/2020 complying with,,,,,,,,,35.4 kWh/m^2 /year,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Žiželická, Praha 9 - Újezd nad Lesy",For sale apartment 3+1 68 m²,6250000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-ujezd-nad-lesy-zizelicka/1373062476,6 250 000 CZK per property,N13533,29.09.2024,Panel,Renovated,Personal,,4. floor of total 5,68 m2,75 m2,,Immediately,,,,,,Class D,,,,,,,2 m2,,,,,,,,6 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Komunardů, Praha 7 - Holešovice",For sale apartment 1+kt 36 m²,6980000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-holesovice-komunardu/2583561548,6 980 000 CZK per property,00515,29.09.2024,Mixed,In very good condition,Personal,Quiet part of municipality,2. floor of total 10,36 m2,,5 m2,Immediately,Water supply,Central district heating,,230 V,"Road, Urban public transportation, Bus",Class B Coll. 78/2013 complying with,,,,,,,,,123.0 kWh/m^2 /year,,,,,,,,Sewerage,"Phone, Internet, Cable distribution, Other",,,2014,"Concrete, Paved",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jana Přibíka, Praha - Vysočany",For sale apartment 3+kt 76 m²,11490000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-jana-pribika/1511584332,11 490 000 CZK per property,23939,29.09.2024,Mixed,In very good condition,Personal,,4. floor of total 5 including 1 underground,76 m2,76 m2,,,Local water source,Central district heating,Gas pipeline,230 V,Urban public transportation,Class B Coll. 264/2020 complying with,,,,,,8 m2,1 m2,,,,,,1,,,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,,2009,Asphalt,543 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 3+kt 85 m²,10427200,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-praha-cakovice-belomlynska/832578892,10 427 200 CZK per property,D5.3.06,Yesterday,Framed structure,New homes,Personal,Quiet part of municipality,3. floor of total 3 including 1 underground,85 m2,77 m2,4 m2,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,4 m2,1,50.0 kWh/m^2 /year,,,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"U spořitelny, Praha - Modřany",For sale apartment 5+kt 136 m²,25180000,https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-modrany-u-sporitelny/3819095372,25 180 000 CZK per property,MC_BA_24401,29.09.2024,Mixed,Under construction,Personal,,4. floor,136 m2,,,,,Central gas,,,"Train, Road, Bus",Class B Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,96 m2,,,69.4 kWh/m^2 /year,,,,,,,,Dry well,Internet,,,2024,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matoušova, Praha 5 - Smíchov",For sale apartment 2+1 53 m²,8800000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-matousova/2264483148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hošťálkova, Praha 6 - Břevnov",For sale apartment 4+kt 163 m² (Mezonet),22490000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-brevnov-hostalkova/588747340,22 490 000 CZK per property,,29.09.2024,Brick,In very good condition,Personal,Municipality centre,3. floor of total 4 including 1 underground,163 m2,,,,Water supply,Local gas,Gas pipeline,,"Road, Urban public transportation, Bus",Class D,,,Partially,,Mezonet,24 m2,,1,,,,,,,,2015,Sewerage,"Phone, Internet, Satellite",,,,Asphalt,,,incl. sales commision and legal service,588747340,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 1+kt 37 m²,5466720,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-praha-cakovice-belomlynska/44049740,5 466 720 CZK per property,D1.1.03,Yesterday,Framed structure,New development projects,Personal,Quiet part of municipality,1. floor of total 4 including 1 underground,37 m2,35 m2,,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,3 m2,,50.0 kWh/m^2 /year,,47 m2,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 3+kt 79 m²,9730560,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-praha-cakovice-belomlynska/2212697420,9 730 560 CZK per property,D1.2.09,Yesterday,Framed structure,New development projects,Personal,Quiet part of municipality,2. floor of total 4 including 1 underground,79 m2,72 m2,,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,3 m2,1,50.0 kWh/m^2 /year,,,,,,9 m2,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 3+kt 84 m²,10576160,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-praha-cakovice-belomlynska/2275783244,10 576 160 CZK per property,D8.1.02,Yesterday,Framed structure,New development projects,Personal,Quiet part of municipality,1. floor of total 3 including 1 underground,84 m2,77 m2,,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,6 m2,1,50.0 kWh/m^2 /year,,70 m2,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 2+kt 47 m²,6347040,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-cakovice-belomlynska/167096908,6 347 040 CZK per property,D6.3.06,Yesterday,Framed structure,New homes,Personal,Quiet part of municipality,3. floor of total 3 including 1 underground,47 m2,43 m2,4 m2,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,3 m2,1,50.0 kWh/m^2 /year,,,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Šlikova, Praha 6 - Břevnov",For sale apartment 2+kt 47 m²,5990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-slikova/2836984396,5 990 000 CZK per property,SLIK48,Yesterday,Brick,In very good condition,Personal,,3. floor,47 m2,52 m2,,,,,,,,Class D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
